name,mass_x,semi_major_axis_x,temp_eq_x,star_luminosity_x,star_radius_x,star_teff_x,star_mass_x,radius_x,mass_y,semi_major_axis_y,temp_eq_y,star_luminosity_y,star_radius_y,star_teff_y,star_mass_y,radius_y
WASP-3 Ab,575.2694159363614,0.0313,2019.0220997410788,2.7033999675893576,1.36,6352.0,1.26,15.602901177466642,,,,,,,,
WASP-41 b,298.7587021989943,0.04,1320.6787853181686,0.8080147458691049,1.01,5450.0,0.95,13.226597262507642,,,,,,,,
WASP-43 b,652.1838903322727,0.01526,1440.9803142507233,0.16672316145199803,0.667,4520.0,0.717,11.612504037252474,,,,,,,,
WASP-44 b,282.5494534626659,0.03473,1347.7769923769326,0.6609050320524166,0.927,5410.0,0.951,12.778238033270094,,,,,,,,
WASP-45 Ab,320.0532054408375,0.04054,1196.6591031451899,0.5596372615829924,0.945,5140.0,0.909,13.00241764788887,,,,,,,,
WASP-46 b,667.7574822554117,0.02448,1658.626403124209,0.753137831309041,0.917,5620.0,0.956,14.683764757529673,,,,,,,,
WASP-47 b,363.09670654595436,0.052,1253.5276984120337,1.1086591924289184,1.14,5552.0,1.04,12.632521283767893,,,,,,,,
WASP-47 d,13.100886919832496,0.088,963.6170731399309,1.1086591924289184,1.14,5552.0,1.04,3.5756648531694393,,,,,,,,
WASP-47 e,6.830132457719561,0.0173,2173.5068312651447,1.1086591924289184,1.14,5552.0,1.04,1.8046458976811277,,,,,,,,
WASP-48 b,311.4718384627813,0.03444,2058.9584052831638,3.5397608104159106,1.75,5990.0,1.19,18.718997820667596,,,,,,,,
WASP-49 Ab,126.81353423127524,0.03873,1385.0483751059237,0.9166680636882327,1.02,5597.0,0.989,13.428358915664539,,,,,,,,
WASP-4 b,380.5677340564636,0.02312,1870.4776254500712,1.0865181075351527,1.15,5500.0,0.93,15.519954720057697,,,,,,,,
WASP-50 b,456.7194202765477,0.02913,1410.7311958358182,0.5580817215093656,0.855,5400.0,0.861,12.755820071808218,,,,,,,,
WASP-52 b,146.2010670335504,0.0272,1299.3686844059134,0.35020692514324325,0.79,5000.0,0.87,14.235405528292125,,,,,,,,
WASP-53 b,677.6101628598467,0.04101,1053.5573635679198,0.3440880772592202,0.798,4953.0,0.839,12.038445305028144,,,,,,,,
WASP-55 Ab,193.8753280227516,0.0533,1286.5745430197007,1.2925625604939008,1.09,5900.0,1.11,14.907944372148446,,,,,,,,
WASP-56 Ab,190.3792155502102,0.05614,1245.7022057995166,1.2560127846060607,1.113,5797.0,1.04,12.24020695818504,,,,,,,,
WASP-58 Ab,282.8672818692606,0.0561,1277.2408250018136,1.3908305693977627,1.17,5800.0,0.94,15.356303601385994,,,,,,,,
WASP-59 Ab,274.28591489120436,0.0697,665.8029262810767,0.1577332640339514,0.613,4650.0,0.719,8.686960066477477,,,,,,,,
WASP-5 b,520.2851015954826,0.02729,1732.2917088786853,1.1136494756770614,1.084,5700.0,1.0,13.125716435929196,,,,,,,,
WASP-60 b,163.36380098966285,0.0531,1318.2278254710727,1.4138660917581627,1.14,5900.0,1.078,9.639723428607265,,,,,,,,
WASP-61 b,654.7265175850301,0.0514,1550.24810753897,2.533893841291393,1.36,6250.0,1.22,13.899136106363963,,,,,,,,
WASP-62 b,184.34047582491135,0.0581,1410.0621761044902,2.215963770865504,1.28,6230.0,1.25,15.580483216004765,,,,,,,,
WASP-63 b,120.77479450597642,0.0574,1531.6137599641404,3.010774026971131,1.88,5550.0,1.32,16.02884244524231,,,,,,,,
WASP-64 Bb,388.06848445209795,0.02648,1752.922957592274,1.0993718583402214,1.0954,5652.0,1.0,14.246614509023063,,,,,,,,
WASP-66 b,737.3619032996454,0.0546,1801.772426363116,5.217258669256134,1.75,6600.0,1.3,15.580483216004765,,,,,,,,
WASP-67 b,133.4879307697634,0.0517,1028.6106017468144,0.4968695811403821,0.87,5200.0,0.87,15.692573023314152,,,,,,,,
WASP-68 Ab,301.936986264941,0.06206,1453.4666645803195,2.854310292401202,1.74,5692.5,1.011,13.899136106363963,,,,,,,,
WASP-69 b,82.63538571461545,0.04525,963.720230713367,0.29329077916697655,0.813,4715.0,0.826,11.847892632602186,,,,,,,,
WASP-6 b,159.86768851712142,0.0421,1195.107330000522,0.5995356937048578,0.87,5450.0,0.888,13.719792414668945,,,,,,,,
WASP-70 Ab,187.51875989085812,0.04853,1390.480525572067,1.4619669809260278,1.215,5763.0,1.106,13.047253570812623,,,,,,,,
WASP-71 Ab,717.6565420907757,0.04631,2064.882171017788,6.474228127236381,2.32,6050.0,1.572,16.813471096408023,,,,,,,,
WASP-72 Ab,459.57987593589974,0.03711,2357.1175617921085,7.058321838750905,2.66,5773.47,1.03,14.235405528292125,,,,,,,,
WASP-73 b,600.6956884639353,0.049,1889.8952900221,5.086282399417298,2.07,6030.0,1.34,13.114507455198256,,,,,,,,
WASP-75 Ab,340.07639505630203,0.0375,1705.0329316206046,1.973562843805532,1.26,6100.0,1.14,14.235405528292125,,,,,,,,
WASP-76 Ab,292.4021340671008,0.033,2182.1238537666463,4.100178891436531,1.73,6250.0,1.46,20.512434737617788,,,,,,,,
WASP-77 Ab,559.0601672000329,0.02345,1692.5290996957094,0.7492867123060475,0.955,5500.0,1.002,13.562866684435804,,,,,,,,
WASP-78 b,282.8672818692606,0.0415,2194.5479498908708,6.633364002790815,2.31,6100.0,2.02,19.055267242595757,,,,,,,,
WASP-79 b,265.38671950655345,0.05014,1820.1492144599224,4.5819882177408315,1.64,6600.0,1.56,17.710189554883115,,,,,,,,
WASP-7 b,305.11527033088777,0.0617,1486.7645548843545,3.088847460934955,1.432,6400.0,1.276,14.907944372148446,,,,,,,,
WASP-80 b,176.07693725344984,0.0346,853.4080148633606,0.1051888648156689,0.63,4145.0,0.58,10.670949655853624,,,,,,,,
WASP-81 b,231.69690840751792,0.03908,1621.8379175609364,1.754673218736883,1.283,5870.0,1.08,16.017633464511377,,,,,,,,
WASP-82 b,394.10722417739674,0.0448,2186.4315938603704,7.61652625729858,2.18,6500.0,1.63,18.27063859143005,,,,,,,,
WASP-83 b,95.34852197840243,0.059,1114.762882879013,0.892670867906149,1.05,5480.0,1.11,11.657339960176229,,,,,,,,
WASP-84 b,219.93725736351493,0.0778,794.5401505608446,0.40057138852294927,0.748,5314.0,0.842,10.720269171069754,,,,,,,,
WASP-87 Ab,702.4007785742313,0.02946,2311.375032298103,4.113433628724123,1.627,6450.0,1.204,15.524438312350073,,,,,,,,
WASP-88 b,177.9839076930179,0.06431,1763.6167711115004,6.644024696390499,2.08,6431.0,1.45,19.055267242595757,,,,,,,,
WASP-89 b,1875.1875989085813,0.0427,1089.8459330977764,0.419112399241254,0.88,4955.0,0.92,11.657339960176229,,,,,,,,
WASP-8 Ab,713.2069443984503,0.0801,943.2709699158613,0.801915188355317,0.953,5600.0,1.033,11.63492199871435,,,,,,,,
WASP-90 b,200.2318961546451,0.0562,1840.3850982742076,6.016789282190022,1.98,6430.0,1.55,18.27063859143005,,,,,,,,
WASP-91 b,425.89006483686427,0.037,1143.7912350088593,0.38908800592165294,0.86,4920.0,0.84,11.545250152866842,,,,,,,,
WASP-92 b,255.85186730871322,0.0348,1879.8262443440765,2.5112309803064843,1.341,6280.0,1.19,16.376320847901415,,,,,,,,
WASP-94 Ab,143.658439780793,0.055,1479.471390336751,2.4066282077955634,1.36,6170.0,1.29,18.662952917012905,,,,,,,,
WASP-95 b,383.3010583531778,0.0312,1633.8177779483945,1.151810401685487,1.13,5630.0,1.11,12.307460842570672,,,,,,,,
WASP-96 b,152.55763516544388,0.0453,1286.14108308757,0.9324127142927638,1.05,5540.0,1.06,13.450776877126417,,,,,,,,
WASP-97 b,419.53349670497073,0.03303,1540.6750429801095,1.0207483258425132,1.06,5640.0,1.12,12.666148225960708,,,,,,,,
WASP-98 Ab,263.7975774735801,0.036,1190.0224380095458,0.4316014952975004,0.718,5526.0,0.97,12.32987880403255,,,,,,,,
WASP-99 b,883.5629703331958,0.0717,1476.4492684787342,4.0566707981836885,1.76,6180.0,1.48,12.32987880403255,,,,,,,,
Wolf 503 b,6.261219609915093,0.05706,809.2018470794255,0.21143841619524884,0.69,4716.0,0.688,2.043060917828193,,,,,,,,
WTS-1 b,1274.4919104446458,0.047,1492.6531680411472,1.8117834153913634,1.15,6250.0,1.2,16.701381289098634,,,,,,,,
WTS-2 b,355.9678153860358,0.01855,1544.2715607573746,0.32496744863944904,0.761,5000.0,0.82,14.571674950220284,,,,,,,,
XO-2N b,197.05361208869837,0.0369,1326.9394310071684,0.7002841560763579,0.998,5290.0,0.96,10.906338251203335,,,,,,,,
XO-3 Ab,3747.1969137512156,0.0454,1889.696100476017,4.214422230842542,1.49,6781.0,1.41,13.641329549552376,,,,,,,,
XO-4 b,513.6107050569944,0.05485,1461.1193310057486,2.2769492392823323,1.55,5700.0,1.32,14.762227622646241,,,,,,,,
XO-5 b,342.3011939024647,0.0487,1239.5765412391631,0.9298409227340765,1.06,5510.0,0.88,11.545250152866842,,,,,,,,
XO-6 b,1420.6929774781963,0.0742,1652.6438535317334,6.819966479249987,1.93,6720.0,1.47,24.323488186136935,,,,,,,,
XO-7 b,230.7434231877339,0.04329,1691.9988355006074,2.5487014273060153,1.48,6000.0,1.405,15.087288063843465,,,,,,,,
Mercury,0.0553,0.387,450.20561879063024,1.0,1.0,5777.0,1.0,0.383,,,,,,,,
Venus,0.815,0.723,327.6190727663178,1.0,1.0,5777.0,1.0,0.949,,,,,,,,
Earth,1.0,1.0,278.58091245157533,1.0,1.0,5777.0,1.0,1.0,,,,,,,,
Mars,0.107,1.52,226.20160464726825,1.0,1.0,5777.0,1.0,0.532,,,,,,,,
Jupiter,317.8,5.2,122.1981111382211,1.0,1.0,5777.0,1.0,11.21,,,,,,,,
Saturn,95.2,9.58,90.03877461368754,1.0,1.0,5777.0,1.0,9.45,,,,,,,,
Uranus,14.5,19.2,63.591642667926635,1.0,1.0,5777.0,1.0,4.01,,,,,,,,
Neptune,17.1,30.05,50.81828403741417,1.0,1.0,5777.0,1.0,3.88,,,,,,,,
